Order	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales	15.6877479860527	25.6800840429061	18.0019503182098	19.8767536383899	11.5888090349076	14.5287356321839	15.7765122364168	19.6347993502196	21.6071995154172	17.2570528165813	19.1354138561621	15.2978564307079	23.8631812234653	21.6806678977347	19.7673783650958	22.7741254768282	24.2308819220627	19.4524959742351
Bacteria|Actinobacteria|Actinobacteria|Unassigned	0.0751472886858242	0.12993475616499	0.069287620611784	0.0839124164153665	0.0462012320328542	0.0730223123732252	0.129290441742343	0.144395644064737	0.118261270875999	0.109087603405957	0.131906346493989	0.199401794616152	0.141518250514005	0.0754245884158236	0.111942336045432	0.0919838757676596	0.085235596515995	0.10198604401503
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	1.22640375135265	1.00077407939843	6.41808663518785	1.80936147895634	3.93480492813142	1.57944557133198	1.11128213021394	5.95331207508573	5.42559635409155	3.86957970970577	1.78373354918008	1.12163509471585	3.04397746388614	3.30047595516138	2.34532845519576	1.18496875253632	2.95660975414858	3.96940418679549
Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales	0.0841649633281231	0.0442331084816986	0.0359269143912954	0.0419562082076832	0.0256673511293635	0.0297498309668695	0.224719101123596	0.129354431141327	0.299979809051314	0.309081542983546	0.185868033696076	0.102816550348953	0.181570585565138	0.254883091887955	0.193851362420139	0.232665097529962	0.111871720427243	0.0966183574879227
Bacteria|Chloroflexi|Chloroflexia|Herpetosiphonales	0.288565588553565	0.323454605772421	0.161671114760829	0.39596171496001	0.495379876796715	0.192021636240703	0.230875788825612	1.01678599362253	0.0548040035766823	0.475743159298203	0.860389123722157	0.526545363908275	2.47256415048997	0.15865172046087	0.330366406377983	0.376051727403079	1.06810856884106	0.751476113794954
Bacteria|Chloroflexi|Chloroflexia|Unassigned	0.267524347721534	0.171403295366582	0.0333607062204886	0.112757309558149	0.0539014373716633	0.0703177822853279	0.1508388486994	0.102280247879189	0.129798955839511	0.121208448228842	0.0809425308031298	0.0872382851445663	0.112146538143174	0.0728237405394159	0.12286353956206	0.078456835213592	0.0266361239112484	0.0670960815888352
Bacteria|Firmicutes|Bacilli|Bacillales	0.529036912348202	0.411920822735818	0.123177992198727	0.183558410908614	0.143737166324435	0.324543610547667	1.94551331383716	0.737019433247097	1.02685396175257	1.10299687888246	0.52462751446473	2.15914755732802	0.152198873194307	0.0598195011573773	0.25391798176159	0.15420826231637	0.101217270862744	0.241545893719807
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales	0.523025129253337	0.481035054738472	0.479880927940875	0.39333945194703	0.485112936344969	0.554428668018932	0.323226104355857	0.150412129234101	0.193256223138827	0.269688797309172	0.368738195880925	0.23678963110668	0.304397746388614	0.348513615438633	0.199311964178452	0.311121932743554	0.351596835628479	0.343531937734836
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	6.53180233257184	6.39721331416565	8.8097926503798	7.63078536777239	10.0539014373717	8.0973630831643	6.46144374326612	5.79387521809759	4.99581758920073	5.60589073058392	7.93236801870672	6.45563310069791	4.85701316386745	6.12239590106375	5.79915906732922	5.56231907583259	7.10651785952108	6.4975845410628
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	0.339665744859925	0.431272807696561	0.251488400739068	0.267470827323981	0.138603696098563	0.254225828262339	0.695705710327844	0.41513747668612	0.360552655109752	0.381806611920851	0.38372755343706	0.526545363908275	0.328429147419295	0.223672917371063	0.436848140665101	0.259719178638098	0.223743440854487	0.330112721417069
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	0.814596609354334	0.710494304987283	1.75785259700267	1.64415890913859	1.80954825462012	0.989858012170385	0.547945205479452	0.466277600625714	0.536502350803311	0.657555831641465	0.809425308031298	0.725947158524427	0.504659421644282	0.84007386407969	0.576093485502102	0.955009063117171	0.841701515595451	0.585077831454643
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	22.0301791511362	15.6032290169192	20.1626975980292	22.913334207421	29.276180698152	24.9060175794456	12.7720486378328	10.8356897900247	16.2796734835155	17.2055392260841	15.5799382438469	13.8677716849452	17.3747029451817	20.6793414653177	15.8384753999891	17.4823472120769	17.8781663692299	16.556629092861
Bacteria|Proteobacteria|Betaproteobacteria|Unassigned	0.441866057472646	0.414685392015924	0.559433381235886	0.5165858135571	0.40041067761807	0.362407031778229	0.366322918269971	0.258708862282654	0.493236032190141	0.463622314475319	0.521629642953503	0.451769690927218	0.472617553603375	0.548778901922027	0.565172281985475	0.511322132943755	0.527395253442719	0.617283950617284
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales	0.360706985691956	0.411920822735818	0.57226442208992	0.676543857348892	0.598049281314168	0.475997295469912	0.280129290441742	0.213585223512424	0.32017075773746	0.330293021423593	0.374733938903379	0.258599202392822	0.363141171130277	0.501963640146688	0.382242123081964	0.449097746395044	0.556694989745092	0.356951154052603
Bacteria|Proteobacteria|Deltaproteobacteria|Unassigned	0.489960322231574	0.486564193298684	0.264319441593102	0.317293824570604	0.21047227926078	1.44151453684922	0.237032476527628	0.231634679020516	0.481698347226629	0.469682736886761	0.245825463920616	0.41438185443669	0.336439614429521	0.351114463315041	0.286681592311473	0.378757135513892	0.213088991289988	0.295222758990875
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	6.2823133341349	2.54616830697777	3.96992404023814	4.6492723220139	7.25872689938398	3.93238674780257	4.02339541326766	4.51236387702304	4.70160662263117	6.64222296294052	5.20730281500135	4.75448654037886	6.03455181437078	8.67642851569612	4.68519630863321	5.00229959689419	6.99464613909384	5.01878690284487
Bacteria|Proteobacteria|Gammaproteobacteria|Unassigned	0.129253336539618	0.199048988167643	0.125744200369534	0.180936147895634	0.328542094455852	0.140635564570656	0.206249038017547	0.153420371818783	0.141336640803023	0.139389715463168	0.173876547651168	0.174476570289133	0.154869028864383	0.137844937449609	0.251187680882433	0.238075913751589	0.143835069120742	0.179817498658078
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales	2.9908620896958	2.15083489992259	2.42763292958325	2.31283597744854	1.97125256673511	3.06964164976335	3.57087886716946	2.73449250947596	2.73443133635236	2.87567043422927	3.90322870761759	3.59857926221336	2.50460601853088	3.39670732658847	3.96439687653579	3.97694992289587	3.49732306954692	3.89694041867955
Bacteria|Proteobacteria|Unassigned|Unassigned	1.71035229048936	1.70297467654539	1.07780743173886	1.13543988462043	1.64271047227926	1.39824205544287	1.65307064799138	1.40484928704651	1.15376849635121	1.32420229690009	1.19615073297958	1.14344466600199	0.905182772155617	0.728237405394158	1.40064435100748	1.09027946865785	1.07876301840556	1.2962962962963
Bacteria|Unassigned|Unassigned|Unassigned	0.378742334976554	0.602676103063143	0.45935126257442	0.451029238232595	0.464579055441478	1.20081135902637	0.806526088964137	0.457252872871668	0.415356658686435	0.872700827247659	0.464670084240189	0.529661016949153	0.913193239165843	0.520169575281542	0.567902582864632	0.465330195059925	0.412859920624351	0.501878690284487
