Phylum	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
Bacteria|Actinomycetota	0.556070435588508	8.49282296650718	0.908173562058527	8.29015544041451	10.2083333333333	9.1743119266055	1.31351538195645	2.37529691211401	0.740242261103634	0.30241935483871	0.523834468308015	6.19469026548673	2.40384615384615	14.9025803054239	5.32099479467901	5.3964300539643	8.2374597330879	5.90015128593041
Bacteria|Bacillota	62.5579240037071	70.6937799043062	60.0908173562059	72.020725388601	58.5416666666667	90.2140672782875	36.3290701693744	66.0332541567696	29.0040376850606	58.1653225806452	29.020429544264	42.6548672566372	41.5521978021978	50.5002632964718	50.9543088490457	51.7227065172271	65.7156005522319	46.5960665658094
Bacteria|Bacteroidota	30.3985171455051	20.8133971291866	38.8496468213925	18.6528497409326	29.4791666666667	0	27.3418596612513	21.3776722090261	32.3687752355316	28.9314516129032	35.5683603981142	29.2035398230088	32.2802197802198	21.274354923644	27.2411798727588	21.0875882108759	7.36309249884952	22.8441754916793
Bacteria|Campylobacterota	0	0	0	0	0	0	1.48634635326651	0.237529691211401	1.68236877523553	0.30241935483871	2.25248821372446	0.176991150442478	3.09065934065934	0.0526592943654555	0.347021399652979	0.66417600664176	0.322135296824666	0.403429147755925
Bacteria|Chloroflexota	0	0	0	0	0	0	0.553059108192188	0.118764845605701	0.336473755047106	0.100806451612903	0.785751702462022	1.06194690265487	0	0	0	0	0	0
Bacteria|Fusobacteriota	0	0	0	0	0	0.305810397553517	8.33045281714483	6.29453681710214	16.4199192462988	9.375	9.27187008905186	5.30973451327434	7.07417582417582	1.68509741969458	3.52805089647195	6.01909506019095	4.27979751495628	12.1533030761473
Bacteria|Patescibacteria	0	0	0	0	0	0.305810397553517	4.07881092291739	0.475059382422803	0.740242261103634	0.201612903225806	4.34782608695652	4.7787610619469	0.480769230769231	1.05318588730911	1.21457489878543	1.03777501037775	1.42659917165209	4.58900655572365
Bacteria|Pseudomonadota	0	0	0	0	0	0	1.41721396474248	0.475059382422803	0.0672947510094213	0.705645161290323	0.0523834468308015	0.707964601769911	4.18956043956044	9.63665086887836	10.4106419895894	13.9892071398921	11.7349286700414	6.55572365103379
Bacteria|Spirochaetota	0.092678405931418	0	0	0	0	0	5.77255444175596	0.237529691211401	4.37415881561238	1.10887096774194	4.55735987427973	3.00884955752212	6.31868131868132	0.0526592943654555	0.289184499710816	0.04151100041511	0.184077312471238	0.252143217347453
Bacteria|Synergistota	0	0	0	0	0	0	3.35292084341514	0.831353919239905	9.62314939434724	0.201612903225806	6.23363017286537	2.65486725663717	1.64835164835165	0	0.115673799884326	0	0	0
Bacteria|Thermodesulfobacteriota	0	0	0	1.03626943005181	0.104166666666667	0	8.84894573107501	1.42517814726841	4.64333781965007	0.604838709677419	6.23363017286537	4.24778761061947	0.274725274725275	0	0	0	0	0
Bacteria|Verrucomicrobiota	6.39481000926784	0	0	0	1.66666666666667	0	0	0.118764845605701	0	0	0	0	0	0	0	0	0	0
